GENE	0hr	1hr	3hr	24hr
chr19:42019805-42019835	0.198753	0.0630016	0.0774198	0.0120599
chr19:42081752-42081782	0.0567865	0.147004	0.174195	0.289439
chr19:42325401-42325431	0.0283932	0.0840021	0.212905	0.217079
chr19:42585893-42585923	0.198753	0.00210005	0.019355	0.0482398
chr19:42758841-42758871	0.397505	0.294007	0.0967748	0.349738
chr19:43463814-43463844	0.312325	0.105003	0.0580649	0.265319
chr19:43594834-43594864	0.227146	0.0840021	0.019355	0.0844196
chr19:43605372-43605402	0.00283932	0.0840021	0.232259	0.0241199
chr19:43845911-43845941	0.198753	0.00210005	0.0387099	0.0120599
chr19:44057323-44057353	0.170359	0.00210005	0.019355	0.0482398
chr19:44193261-44193291	0.00283932	0.189005	0.174195	0.0602997
chr19:44512474-44512504	0.00283932	0.168004	0.212905	0.277379
chr19:44692280-44692310	0.00283932	0.105003	0.0967748	0.168839
chr19:44890461-44890491	0.0851797	0.168004	0.0774198	0.217079
chr19:45128128-45128158	0.198753	0.0840021	0.0387099	0.0361798
chr19:45190315-45190345	0.00283932	0.0840021	0.174195	0.0602997
chr19:45326365-45326395	0.0283932	0.105003	0.0967748	0.217079
chr19:45394032-45394062	0.170359	0.0840021	0.0387099	0.0602997
chr19:45612767-45612797	0.227146	0.0630016	0.0019355	0.0723597
chr19:46012766-46012796	0.198753	0.00210005	0.0387099	0.0602997
chr19:46671052-46671082	0.0567865	0.147004	0.15484	0.253259
chr19:46841893-46841923	0.0567865	0.168004	0.15484	0.265319
chr19:47157784-47157814	0.283932	0.126003	0.0774198	0.0844196
chr19:47210801-47210831	0.00283932	0.210005	0.0967748	0.0723597
chr19:48351423-48351453	0.0567865	0.252006	0.0774198	0.361798
chr19:48469048-48469078	0.227146	0.0210005	0.0580649	0.180899
chr19:48853038-48853068	0.0567865	0.210005	0.0967748	0.241199
chr19:49199033-49199063	0.113573	0.294007	0.270969	0.434158
chr19:49208444-49208474	0.0567865	0.105003	0.0774198	0.180899
chr19:49306916-49306946	0.0851797	0.336008	0.174195	0.385918
chr19:49672510-49672540	0.113573	0.252006	0.135485	0.217079
chr19:49929512-49929542	0.198753	0.0210005	0.0387099	0.0602997
chr19:50135277-50135307	0.141966	0.147004	0.329034	0.168839
chr19:50388356-50388386	0.00283932	0.105003	0.11613	0.205019
chr19:50705612-50705642	0.0851797	0.168004	0.19355	0.265319
chr19:53271697-53271727	0.198753	0.00210005	0.0387099	0.0482398
chr19:53433587-53433617	0.170359	0.00210005	0.019355	0.0241199
chr19:53773067-53773097	0.596258	0.168004	0.174195	0.361798
chr19:53995068-53995098	0.227146	0.0210005	0.0580649	0.0241199
chr19:55197705-55197735	0.0283932	0.168004	0.0387099	0.156779
chr19:55304456-55304486	0.00283932	0.0630016	0.019355	0.229139
chr19:55410071-55410101	0.312325	0.0210005	0.0580649	0.0723597
chr19:55418352-55418382	0.340719	0.252006	0.135485	0.229139
chr19:55809644-55809674	0.0283932	0.231006	0.0774198	0.229139
chr19:56254968-56254998	0.198753	0.0210005	0.0580649	0.168839
chr19:57191437-57191467	0.227146	0.042001	0.0580649	0.0602997
chr19:57493345-57493375	0.198753	0.042001	0.0580649	0.00120599
chr19:58235607-58235637	0.255539	0.0210005	0.135485	0.0482398
chr19:58310921-58310951	0.198753	0.147004	0.019355	0.229139
chr19:58317653-58317683	0.0851797	0.252006	0.290324	0.373858
chr2:1744874-1744904	0.00283932	0.168004	0.309679	0.180899
chr2:5214848-5214878	0.00283932	0.042001	0.174195	0.0241199
chr2:5449736-5449766	0.227146	0.042001	0.0019355	0.132659
chr2:7084094-7084124	0.255539	0.105003	0.0774198	0.132659
chr2:8761746-8761776	0.0851797	0.315008	0.15484	0.144719
chr2:8788917-8788947	0.170359	0.00210005	0.0387099	0.0120599
chr2:8953380-8953410	0.283932	0.042001	0.0387099	0.0361798
chr2:9201802-9201832	0.00283932	0.210005	0.11613	0.229139
chr2:9211889-9211919	0.00283932	0.189005	0.0019355	0.0241199
chr2:9337192-9337222	0.00283932	0.189005	0.11613	0.0964795
chr2:9766669-9766699	0.00283932	0.0630016	0.174195	0.180899
chr2:10097573-10097603	0.312325	0.189005	0.0387099	0.168839
chr2:10159639-10159669	0.00283932	0.105003	0.0580649	0.192959
chr2:11009228-11009258	0.198753	0.042001	0.0387099	0.0120599
chr2:11584423-11584453	0.255539	0.168004	0.0774198	0.217079
chr2:15159867-15159897	0.340719	0.294007	0.0774198	0.265319
chr2:15467248-15467278	0.198753	0.00210005	0.0019355	0.0361798
chr2:17643392-17643422	0.00283932	0.147004	0.212905	0.144719
chr2:18315457-18315487	0.198753	0.042001	0.019355	0.0482398
chr2:20252799-20252829	0.227146	0.00210005	0.0387099	0.0120599
chr2:20338787-20338817	0.283932	0.0630016	0.0774198	0.217079
chr2:23404004-23404034	0.0283932	0.315008	0.19355	0.132659
chr2:23823684-23823714	0.198753	0.0210005	0.0967748	0.0723597
chr2:24355060-24355090	0.00283932	0.147004	0.19355	0.253259
chr2:24809769-24809799	0.0851797	0.210005	0.15484	0.241199
chr2:24921350-24921380	0.0283932	0.0630016	0.174195	0.253259
chr2:25522292-25522322	0.312325	0.378009	0.0967748	0.265319
chr2:25700317-25700347	0.170359	0.273007	0.329034	0.542697
chr2:26273715-26273745	0.227146	0.00210005	0.0387099	0.108539
chr2:26325977-26326007	0.00283932	0.105003	0.11613	0.192959
chr2:26363545-26363575	0.0567865	0.0630016	0.135485	0.180899
chr2:26846453-26846483	0.113573	0.147004	0.135485	0.229139
chr2:26982522-26982552	0.0283932	0.0630016	0.0580649	0.205019
chr2:26994015-26994045	0.0567865	0.357009	0.15484	0.205019
chr2:27280200-27280230	0.227146	0.0630016	0.0387099	0.132659
chr2:27596811-27596841	0.0567865	0.168004	0.174195	0.120599
chr2:27855672-27855702	0.0851797	0.273007	0.212905	0.229139
chr2:28571265-28571295	0.198753	0.0630016	0.019355	0.0361798
chr2:28603421-28603451	0.0283932	0.0210005	0.11613	0.253259
chr2:28617610-28617640	0.00283932	0.0210005	0.174195	0.0602997
chr2:29118063-29118093	0.00283932	0.273007	0.174195	0.253259
chr2:30127741-30127771	0.0283932	0.147004	0.212905	0.229139
chr2:31170239-31170269	0.113573	0.336008	0.212905	0.205019
chr2:32087272-32087302	0.198753	0.0210005	0.0580649	0.0482398
chr2:32495099-32495129	0.227146	0.0630016	0.0387099	0.0241199
chr2:33420861-33420891	0.283932	0.147004	0.0774198	0.156779
chr2:36524186-36524216	0.227146	0.0630016	0.0387099	0.0241199
chr2:37047633-37047663	0.170359	0.0210005	0.019355	0.0120599
chr2:37181938-37181968	0.00283932	0.189005	0.11613	0.192959
chr2:37276460-37276490	0.0567865	0.147004	0.135485	0.301499
chr2:37317517-37317547	0.170359	0.0630016	0.0387099	0.0241199
chr2:37455484-37455514	0.0283932	0.189005	0.0580649	0.0723597
chr2:37549237-37549267	0.227146	0.042001	0.0580649	0.0723597
chr2:37609707-37609737	0.227146	0.0210005	0.0580649	0.0723597
chr2:38748916-38748946	0.170359	0.00210005	0.0774198	0.0361798
chr2:39523756-39523786	0.00283932	0.042001	0.11613	0.180899
chr2:41473689-41473719	0.255539	0.00210005	0.0387099	0.00120599
chr2:43250232-43250262	0.0283932	0.042001	0.15484	0.0361798
chr2:43317352-43317382	0.227146	0.042001	0.0387099	0.0241199
chr2:43370928-43370958	0.00283932	0.105003	0.212905	0.0844196
chr2:43524434-43524464	0.00283932	0.210005	0.0967748	0.229139
chr2:44283648-44283678	0.00283932	0.00210005	0.0774198	0.180899
chr2:45173740-45173770	0.0567865	0.126003	0.135485	0.229139
chr2:45278629-45278659	0.198753	0.042001	0.0774198	0.120599
chr2:45291403-45291433	0.0283932	0.126003	0.135485	0.205019
chr2:45317706-45317736	0.00283932	0.210005	0.0774198	0.0723597
chr2:45490254-45490284	0.0283932	0.189005	0.0774198	0.0844196
chr2:46725654-46725684	0.198753	0.0210005	0.0387099	0.0241199
chr2:47195356-47195386	0.0283932	0.168004	0.212905	0.120599
chr2:48357148-48357178	0.0283932	0.231006	0.19355	0.180899
chr2:48359191-48359221	0.198753	0.042001	0.0019355	0.0482398
chr2:49434805-49434835	0.198753	0.0210005	0.019355	0.0723597
chr2:51516880-51516910	0.255539	0.126003	0.0387099	0.144719
chr2:53879409-53879439	0.198753	0.00210005	0.0774198	0.144719
chr2:53959588-53959618	0.170359	0.042001	0.0967748	0.0241199
chr2:54033873-54033903	0.0283932	0.189005	0.11613	0.108539
chr2:54590394-54590424	0.0283932	0.189005	0.135485	0.0602997
chr2:55901521-55901551	0.198753	0.189005	0.019355	0.132659
chr2:55936508-55936538	0.0283932	0.0630016	0.0967748	0.192959
chr2:56386649-56386679	0.198753	0.0210005	0.0019355	0.0120599
chr2:57124143-57124173	0.198753	0.042001	0.0580649	0.0120599
chr2:57133257-57133287	0.198753	0.00210005	0.019355	0.0482398
chr2:57168094-57168124	0.198753	0.00210005	0.0580649	0.0241199
chr2:58063773-58063803	0.0283932	0.252006	0.019355	0.0723597
chr2:60548183-60548213	0.198753	0.00210005	0.019355	0.0120599
chr2:60794458-60794488	0.198753	0.273007	0.251614	0.446218
chr2:61225921-61225951	0.00283932	0.0630016	0.174195	0.0482398
chr2:61235087-61235117	0.198753	0.00210005	0.0387099	0.0482398
chr2:61362069-61362099	0.198753	0.0210005	0.0774198	0.0361798
chr2:61535591-61535621	0.00283932	0.105003	0.212905	0.0964795
chr2:61759867-61759897	0.0283932	0.147004	0.15484	0.325618
chr2:62149952-62149982	0.0851797	0.105003	0.135485	0.229139
chr2:63432554-63432584	0.0567865	0.168004	0.135485	0.192959
chr2:64144365-64144395	0.0283932	0.105003	0.019355	0.168839
chr2:64307150-64307180	0.00283932	0.189005	0.0580649	0.0844196
chr2:65231236-65231266	0.227146	0.00210005	0.019355	0.0723597
chr2:67256058-67256088	0.0283932	0.0630016	0.0580649	0.180899
chr2:68441925-68441955	0.0851797	0.357009	0.15484	0.301499
chr2:68936600-68936630	0.0283932	0.0840021	0.135485	0.253259
chr2:69125930-69125960	0.00283932	0.189005	0.11613	0.120599
chr2:69196069-69196099	0.0567865	0.0630016	0.135485	0.241199
chr2:71191147-71191177	0.0567865	0.126003	0.0967748	0.289439
chr2:71545874-71545904	0.0851797	0.189005	0.309679	0.180899
chr2:73824090-73824120	0.312325	0.231006	0.0967748	0.385918
chr2:74155926-74155956	0.198753	0.0630016	0.0019355	0.0482398
chr2:74671690-74671720	0.0567865	0.00210005	0.174195	0.0723597
chr2:74836651-74836681	0.0851797	0.147004	0.0967748	0.289439
chr2:74922695-74922725	0.0283932	0.189005	0.019355	0.156779
chr2:75539769-75539799	0.198753	0.0210005	0.0387099	0.0361798
chr2:75582976-75583006	0.0283932	0.336008	0.15484	0.205019
chr2:82718645-82718675	0.170359	0.042001	0.0387099	0.0361798
chr2:83103751-83103781	0.00283932	0.042001	0.0580649	0.180899
chr2:85471614-85471644	0.0851797	0.0840021	0.11613	0.289439
chr2:86578183-86578213	0.170359	0.0210005	0.0580649	0.00120599
chr2:86696249-86696279	0.198753	0.00210005	0.019355	0.0120599
chr2:86764922-86764952	0.170359	0.231006	0.15484	0.518578
chr2:88697040-88697070	0.227146	0.042001	0.019355	0.0361798
chr2:88728198-88728228	0.170359	0.00210005	0.0019355	0.0241199
chr2:94223467-94223497	0.283932	0.042001	0.0387099	0.0602997
chr2:95911625-95911655	0.283932	0.0630016	0.0967748	0.108539
chr2:96206093-96206123	0.00283932	0.189005	0.0580649	0.108539
chr2:96538714-96538744	0.0283932	0.210005	0.15484	0.217079
chr2:98157496-98157526	0.227146	0.042001	0.0774198	0.0361798
chr2:98891766-98891796	0.00283932	0.105003	0.0967748	0.192959
chr2:99644555-99644585	0.0283932	0.210005	0.0387099	0.0844196
chr2:100610467-100610497	0.00283932	0.105003	0.019355	0.229139
chr2:100698099-100698129	0.227146	0.042001	0.019355	0.0602997
chr2:100730453-100730483	0.369112	0.315008	0.11613	0.373858
chr2:100985618-100985648	0.227146	0.126003	0.15484	0.0361798
chr2:101097427-101097457	0.198753	0.042001	0.019355	0.0602997
chr2:101587239-101587269	0.198753	0.0210005	0.0387099	0.00120599
chr2:102334638-102334668	0.0283932	0.210005	0.0580649	0.0482398
chr2:102345304-102345334	0.0283932	0.0840021	0.0774198	0.192959
chr2:103161608-103161638	0.0283932	0.147004	0.174195	0.0723597
chr2:104827896-104827926	0.00283932	0.189005	0.0387099	0.0241199
chr2:105238116-105238146	0.0851797	0.252006	0.251614	0.325618
chr2:106556731-106556761	0.198753	0.0210005	0.0387099	0.0602997
chr2:108170161-108170191	0.0567865	0.273007	0.232259	0.301499
chr2:110679446-110679476	0.00283932	0.252006	0.174195	0.217079
chr2:111160913-111160943	0.0283932	0.147004	0.0967748	0.205019
chr2:112074667-112074697	0.0283932	0.0840021	0.270969	0.144719
chr2:112465563-112465593	0.0283932	0.168004	0.15484	0.229139
chr2:112582458-112582488	0.0567865	0.210005	0.135485	0.229139
chr2:113165703-113165733	0.198753	0.042001	0.019355	0.0361798
chr2:113204069-113204099	0.0283932	0.210005	0.0967748	0.277379
chr2:113587366-113587396	0.709831	0.441011	0.290324	0.687417
chr2:118202887-118202917	0.482685	0.210005	0.15484	0.373858
chr2:118882802-118882832	0.0567865	0.126003	0.251614	0.265319
chr2:119349315-119349345	0.227146	0.00210005	0.0580649	0.0241199
chr2:119823927-119823957	0.0851797	0.357009	0.251614	0.385918
chr2:119974843-119974873	0.0283932	0.042001	0.19355	0.0361798
chr2:120270293-120270323	0.227146	0.147004	0.0387099	0.108539
chr2:121363898-121363928	0.0283932	0.231006	0.0387099	0.0482398
chr2:121548975-121549005	0.227146	0.042001	0.019355	0.0241199
chr2:121782394-121782424	0.198753	0.0210005	0.0019355	0.0361798
chr2:121811401-121811431	0.0567865	0.294007	0.135485	0.217079
chr2:125891434-125891464	0.227146	0.0210005	0.0580649	0.0964795
chr2:127515088-127515118	0.198753	0.00210005	0.0019355	0.0120599
chr2:127792967-127792997	0.00283932	0.0210005	0.0387099	0.156779
chr2:130733740-130733770	0.170359	0.0210005	0.0019355	0.0482398
chr2:131085631-131085661	0.0283932	0.252006	0.232259	0.241199
chr2:132535874-132535904	0.00283932	0.042001	0.174195	0.0120599
chr2:132909586-132909616	0.00283932	0.231006	0.0387099	0.168839
chr2:132958939-132958969	0.198753	0.0630016	0.019355	0.0120599
chr2:133026708-133026738	0.0851797	0.357009	0.19355	0.265319
chr2:133182796-133182826	0.227146	0.0630016	0.0774198	0.0120599
chr2:133194420-133194450	0.00283932	0.0630016	0.174195	0.0602997
chr2:133222462-133222492	0.0283932	0.0840021	0.0774198	0.192959
chr2:133744718-133744748	0.255539	0.0630016	0.0580649	0.0241199
chr2:133917907-133917937	0.227146	0.126003	0.0387099	0.0361798
chr2:134236608-134236638	0.00283932	0.210005	0.0580649	0.132659
chr2:134367264-134367294	0.00283932	0.0630016	0.0387099	0.205019
chr2:135114179-135114209	0.198753	0.042001	0.0387099	0.0120599
chr2:138050913-138050943	0.198753	0.0210005	0.019355	0.0120599
chr2:138351038-138351068	0.170359	0.042001	0.019355	0.0120599
chr2:142980972-142981002	0.397505	0.189005	0.232259	0.385918
chr2:142989466-142989496	0.141966	0.252006	0.19355	0.482398
chr2:144521220-144521250	0.0283932	0.273007	0.232259	0.132659
chr2:145724203-145724233	0.0283932	0.105003	0.0580649	0.217079
chr2:146364843-146364873	0.198753	0.0840021	0.019355	0.0602997
chr2:147915636-147915666	0.227146	0.0210005	0.0580649	0.0361798
chr2:147989960-147989990	0.0283932	0.294007	0.174195	0.156779
chr2:149955458-149955488	0.00283932	0.105003	0.19355	0.156779
chr2:150640846-150640876	0.283932	0.0210005	0.0387099	0.0482398
chr2:150740798-150740828	0.198753	0.042001	0.019355	0.0120599
chr2:151051792-151051822	0.141966	0.210005	0.212905	0.446218
chr2:151732508-151732538	0.227146	0.042001	0.0019355	0.0482398
chr2:155369111-155369141	0.0567865	0.231006	0.270969	0.277379
chr2:157336328-157336358	0.425898	0.525013	0.19355	0.397978
chr2:157842869-157842899	0.198753	0.042001	0.0019355	0.0602997
chr2:157869332-157869362	0.00283932	0.168004	0.0774198	0.0361798
chr2:158627304-158627334	0.00283932	0.252006	0.15484	0.241199
chr2:158716615-158716645	0.198753	0.00210005	0.019355	0.0241199
chr2:160650547-160650577	0.0567865	0.0840021	0.0387099	0.253259
chr2:163191581-163191611	0.141966	0.273007	0.270969	0.470338
chr2:164388719-164388749	0.0567865	0.126003	0.0774198	0.168839
chr2:164678251-164678281	0.227146	0.00210005	0.019355	0.0241199
chr2:164913777-164913807	0.00283932	0.126003	0.251614	0.192959
chr2:165238479-165238509	0.00283932	0.252006	0.0967748	0.192959
chr2:166852843-166852873	0.00283932	0.210005	0.019355	0.0241199
chr2:167177377-167177407	0.00283932	0.0630016	0.0967748	0.180899
chr2:168350538-168350568	0.00283932	0.105003	0.0967748	0.168839
chr2:169014763-169014793	0.227146	0.00210005	0.019355	0.0120599
chr2:169727578-169727608	0.227146	0.0210005	0.0580649	0.0361798
chr2:170052229-170052259	0.0283932	0.147004	0.19355	0.168839
chr2:170370076-170370106	0.113573	0.273007	0.270969	0.518578
chr2:171114105-171114135	0.00283932	0.189005	0.0580649	0.0482398
chr2:172355704-172355734	0.170359	0.00210005	0.0019355	0.0120599
chr2:172932085-172932115	0.0567865	0.273007	0.19355	0.325618
chr2:173415081-173415111	0.0567865	0.0840021	0.0967748	0.241199
chr2:173884581-173884611	0.340719	0.231006	0.0774198	0.253259
chr2:174158172-174158202	0.0567865	0.252006	0.19355	0.156779
chr2:174547095-174547125	0.227146	0.105003	0.019355	0.132659
chr2:174841794-174841824	0.255539	0.00210005	0.11613	0.0241199
chr2:174952712-174952742	0.0567865	0.231006	0.0387099	0.0964795
chr2:175090161-175090191	0.170359	0.042001	0.019355	0.0361798
chr2:176532334-176532364	0.198753	0.00210005	0.019355	0.0120599
chr2:176704125-176704155	0.0567865	0.042001	0.019355	0.168839
chr2:177245158-177245188	0.113573	0.147004	0.0967748	0.253259
chr2:177415638-177415668	0.198753	0.042001	0.019355	0.0120599
chr2:178899807-178899837	0.0567865	0.147004	0.0774198	0.192959
chr2:178914447-178914477	0.0283932	0.0840021	0.135485	0.217079
chr2:179129670-179129700	0.198753	0.00210005	0.0580649	0.0241199
chr2:179422156-179422186	0.00283932	0.210005	0.0387099	0.0482398
chr2:179751391-179751421	0.397505	0.0840021	0.15484	0.132659
chr2:180523956-180523986	0.198753	0.042001	0.0387099	0.0361798
chr2:180631553-180631583	0.227146	0.0630016	0.0019355	0.0482398
chr2:181038098-181038128	0.0567865	0.336008	0.11613	0.205019
chr2:181107077-181107107	0.0283932	0.0630016	0.0387099	0.156779
chr2:181791346-181791376	0.0283932	0.042001	0.19355	0.0602997
chr2:183551287-183551317	0.255539	0.0210005	0.0580649	0.0844196
chr2:184605757-184605787	0.170359	0.0210005	0.019355	0.0361798
chr2:184695870-184695900	0.255539	0.0630016	0.0387099	0.0602997
chr2:186603549-186603579	0.0567865	0.042001	0.19355	0.0844196
chr2:186716602-186716632	0.283932	0.168004	0.0387099	0.0602997
chr2:186995113-186995143	0.227146	0.042001	0.0387099	0.0602997
chr2:187920805-187920835	0.00283932	0.0840021	0.0967748	0.205019
chr2:189115262-189115292	0.0283932	0.189005	0.15484	0.253259
chr2:190399910-190399940	0.198753	0.0630016	0.0019355	0.0723597
chr2:190539956-190539986	0.227146	0.042001	0.0580649	0.0241199
chr2:190541107-190541137	0.227146	0.042001	0.0387099	0.0964795
chr2:190594919-190594949	0.198753	0.126003	0.0019355	0.0602997
chr2:190759842-190759872	0.00283932	0.0840021	0.15484	0.168839
chr2:190877587-190877617	0.00283932	0.0840021	0.11613	0.241199
chr2:191172233-191172263	0.00283932	0.0210005	0.0774198	0.180899
chr2:191513374-191513404	0.227146	0.0210005	0.0387099	0.0602997
chr2:191673277-191673307	0.00283932	0.105003	0.0580649	0.168839
chr2:191847298-191847328	0.0567865	0.0840021	0.19355	0.0723597
chr2:196330108-196330138	0.198753	0.042001	0.0019355	0.0723597
chr2:196696541-196696571	0.00283932	0.189005	0.0580649	0.0723597
chr2:196721391-196721421	0.227146	0.00210005	0.0580649	0.0723597
chr2:197443680-197443710	0.227146	0.042001	0.0387099	0.0361798
chr2:198179825-198179855	0.227146	0.126003	0.0967748	0.0120599
chr2:199372337-199372367	0.00283932	0.189005	0.019355	0.0964795
chr2:201226106-201226136	0.198753	0.042001	0.0019355	0.0844196
chr2:201414332-201414362	0.0283932	0.210005	0.0774198	0.108539
chr2:201435526-201435556	0.170359	0.00210005	0.0387099	0.0482398
chr2:201866174-201866204	0.00283932	0.126003	0.0774198	0.205019
chr2:202809002-202809032	0.00283932	0.042001	0.212905	0.0361798
chr2:203362126-203362156	0.0567865	0.147004	0.0967748	0.192959
chr2:204024697-204024727	0.340719	0.0840021	0.135485	0.289439
chr2:204622435-204622465	0.0567865	0.189005	0.0580649	0.192959
chr2:205071960-205071990	0.198753	0.0210005	0.0774198	0.0361798
chr2:205764052-205764082	0.227146	0.042001	0.0387099	0.0361798
chr2:205889261-205889291	0.0567865	0.231006	0.0967748	0.120599
chr2:206915346-206915376	0.0283932	0.189005	0.212905	0.217079
